year,county_nam,gis_acres,fire_name
2013,Calaveras,11.3540325,FARRIS
2013,Tuolumne,154.3737793,MURPHY
2013,San Joaquin,236.6836548,SHELTON
2013,Glenn,208.3874359,306
2013,Tehama,11428.7529297,DEER
2013,Tehama,100.142807,SALE
2013,Placer,27430.5214844,AMERICAN
2013,Yuba,15.3590288,BAR
2013,Ventura,11.8111238,BARDSDALE
2013,Ventura,1.235317,CAMARILLO
2013,Ventura,25.8296719,CONDOR
2013,Ventura,145.23349,GOODENOUGH
2013,Ventura,44.7313385,HAPPY CAMP
2013,Ventura,37.8633804,HIDDEN
2013,Ventura,22.4388027,WHEELER
2013,Mariposa,0.0794437,BUNNELL
2013,Mono,14267.0927734,SPRING PEAK
2013,Merced,431.1986389,FREMONT
2013,Ventura,24.5681152,SANCTUARY
2013,San Diego,39.5128975,JAMACHA
2013,San Diego,44.0541229,MIGUEL
2013,Los Angeles,161.940155,OLD
2013,Mariposa,0.343236,CABLE
2013,Mariposa,198.1450195,FORBIDDEN
2013,Mariposa,0.079441,RAINBOW VIEW
2013,Mariposa,0.0793978,CATHEDRAL
2013,Mariposa,0.0793155,DARK HOLE
2013,Tuolumne,0.0792674,AULIN
2013,Tuolumne,0.079019,SNOW PEAK
2013,Tuolumne,0.0791833,RODGERS
2013,Tuolumne,0.0793074,SIESTA
2013,Mariposa,0.079317,RAISIN
2013,Mariposa,0.0794415,PICNIC
2013,Mariposa,0.0794382,MERCED LAKE
2013,Mariposa,0.0794033,EAGLE
2013,Tuolumne,0.0792723,HARDEN
2013,Mariposa,0.0793656,LAKE
2013,Tuolumne,0.0792402,PATE
2013,Mariposa,0.0793479,PORCUPINE
2013,Tuolumne,0.079336,LINE
2013,Mariposa,0.0793442,MCSWAIN
2013,Tuolumne,0.0790669,RICHARDSON
2013,Humboldt,3.6927948,BALDY
2013,Tulare,0.1801186,SKAGWAY FIRE
2013,Tulare,62.1453171,CHAGOOPA
2013,Fresno,681.3786011,WINDY PEAK
2013,Tulare,0.0966446,WILLOW CREEK
2013,Tulare,48.8244781,HOCKETT FIRE
2013,Inyo,15.2397451,SOTTY'S
2013,Ventura,23676.65625,SPRINGS
2012,Kern,0.7817711,COWBOY
2012,Kern,13.1081038,EDMONSTON
2012,Kern,173.2719116,EMIGDIO
2012,Kern,206.0988312,GRAPEVINE
2012,Kern,14.6850634,HILL
2012,Kern,0.3196306,HISTORY
2012,Kern,4.3334951,HOOPER
2012,Kern,14.4235916,JACK
2012,Kern,196.3656921,KECKS
2012,Kern,0.6350515,KEYSTONE
2012,Kern,29.2374096,LANCER
2012,Kern,41.1652107,LAVAL
2012,Kern,22.8175259,LERDO
2012,Kern,3.5059984,LERDO
2012,Kern,8.3747702,NINE
2012,Kern,0.7149562,PASADENA
2012,Kern,33.2102966,PRISON
2012,Kern,5.6185503,RANCHO
2012,Kern,1428.4542236,SAND
2012,Kern,3.3817003,SIERRA
2012,Kern,245.7125702,SOUTH
2012,Kern,17.5457897,TEXCO
2012,Kern,0.6045671,TUCKER
2012,Kern,2.4540067,TUCKER
2012,Kern,130.0695496,TWINS
2012,Kern,1.113958,VISTA
2012,Los Angeles,3.5821476,BIGROCK
2012,Los Angeles,20.9305859,MESAVIEW
2012,Los Angeles,12.2803106,PANORAMA
2012,Los Angeles,0.7162568,POWERHOUSE
2012,Los Angeles,7.4728813,RESERVOIR
2012,San Bernardino,5.998867,SHINN
2012,Los Angeles,6.0908103,STEELE
2012,Los Angeles,4192.3212891,WILLIAMS
2012,San Bernardino,118.7184677,BOWEN
2012,Riverside,160.4304199,CARY
2012,Riverside,20.2312317,CRANSTON
2012,Riverside,66.4606934,CREEK
2012,San Bernardino,334.4905396,DEVORE
2012,Inyo,1135.3468018,FISH
2012,San Bernardino,8.9316168,HWY 18
2012,Riverside,3.2702124,HWY 74
2012,Riverside,13.5273743,LAWLER
2012,San Bernardino,6.4247036,LYTLE
2012,Riverside,29.6133595,TRUCK
2012,San Bernardino,22.6690197,ARROWHEAD
2012,San Bernardino,56.5073395,GREENSPOT
2012,San Bernardino,19.5654049,HIGH
2012,San Bernardino,11.2853298,KENWOOD
2012,San Bernardino,86.8704605,LITTLE
2012,Los Angeles,58.098774,OASIS
2012,Riverside,41.8919029,TWIN
2012,Monterey,26.5098648,198
2012,Monterey,50.2004356,DAVIS
2012,San Benito,30.7073002,GLORIA
2012,Monterey,65.2415466,JOHNSON
2012,Monterey,12.0787897,JOLON
2012,San Benito,93.3564758,LONOAK
2012,Monterey,12.4164658,NORTH
2012,Monterey,13.9749899,OLD STAGE
2012,Monterey,66.954422,RANCHITA
2012,Monterey,10.3592796,SAN ARDO
2012,Kings,2530.0480957,TURKEY
2012,Butte,55.9378281,CONCOW
2012,Tehama,1640.9206543,MILL
2012,Butte,117.357933,OREGON
2012,Butte,92.6281891,POWER
2012,Tehama,78.6950302,WINDY
2012,Kern,12.6054716,BOONE
2012,San Diego,121.3023376,BORDER 12
2012,San Diego,11.3723679,BORDER 6
2012,Riverside,27.1219425,CHRISTMAS
2012,San Diego,1.4818202,COOPER
2012,Riverside,2177.4257812,HIGHLAND
2012,Imperial,142.1018219,HIGHLINE
2012,San Bernardino,30.0007687,JAMESON
2012,Kern,12015.2080078,JAWBONE COMPLEX
2012,Riverside,25.1683865,LAMB
2012,Lassen,9965.5976562,LIKLEY
2012,San Diego,73.986763,MARRON
2012,Riverside,11.0150862,MARTINEZ
2012,San Bernardino,36.4450531,POWERLINE
2012,Riverside,322.5931396,RANGE
2012,Riverside,15.6588144,RANGE
2012,San Diego,1.9872591,SHOOTS
2012,Kern,66.9145813,SOLEDAD
2012,Riverside,17.3963795,STEELE
2012,San Diego,10630.2255859,STEWART
2012,San Diego,519.3954468,VALLECITO
2012,Riverside,376.1490479,VIEW
2012,San Bernardino,13.1856651,WASH
2012,San Diego,11667.1376953,WILSON
2012,Riverside,136.8996582,WINDY
2012,San Diego,3.0334001,WYNOLA
2012,Mono,30.6018639,ADOBE
2012,Mono,19.9612617,BIEDERMAN
2012,Mono,12575.2382812,INDIAN
2012,Kern,93.256813,MIDOLI 2
2012,San Diego,6.940402,BUCKMAN 2
2012,San Diego,14.0619078,COTTONWOOD
2012,San Diego,10.9439783,LA POSTA
2012,El Dorado,44.3057861,HAZEL
2012,Placer,15.10151,STAR
2012,Fresno,50.004982,DERRICK
2012,Fresno,10.5880947,DUNLAP
2012,Fresno,44.0907097,FIRESTONE
2012,Fresno,135.8577881,LANES
2012,Fresno,36.7559586,PIEDRA
2012,Fresno,90.8422394,PINE
2012,Kings,43.6804161,REEF
2012,Fresno,10.1308231,RIDGE
2012,Fresno,22.7235737,RUTH
2012,Fresno,21.090044,TRACTOR
2012,Humboldt,5.1975861,ARROW COMPLEX
2012,Humboldt,0.5528333,ARROW COMPLEX
2012,Humboldt,1.8212837,ARROW COMPLEX
2012,Humboldt,10.4508028,ARROW COMPLEX
2012,Humboldt,2.2481654,ARROW COMPLEX
2012,Humboldt,60.7641907,ARROW COMPLEX
2012,Mono,12.4629869,SAGE HEN
2012,Siskiyou,44.2805786,BILL
2012,Siskiyou,24.0127258,CARIBOU
2012,Siskiyou,14.0626621,CECIL
2012,Siskiyou,317.6488953,DILLON
2012,Siskiyou,22266.9453125,GOFF
2012,Siskiyou,229.4073792,LICK
2012,Siskiyou,16.5757046,RED
2012,Kern,3.5778437,NA
2012,Kern,3.1572466,NA
2012,Kern,4.8455639,NA
2012,Kern,21.4501781,NA
2012,Kern,0.7917694,NA
2012,Kern,1.3464322,NA
2012,Kern,0.2572567,NA
2012,Kern,17.289999,NA
2012,Kern,1.0048807,NA
2012,Kern,35.6107674,NA
2012,Kern,0.8748451,NA
2012,Kern,0.0423834,155 FIRE
2012,Kern,3.9166596,BEALE
2012,Kern,1.5679342,BLUE
2012,Kern,4.21137,CAMP 9
2012,Kern,7.5904942,CHESTER EXT
2012,Kern,1.2267588,CHOCTAW
2012,Kern,1451.6337891,CLEAR
2012,Kern,0.8198445,COLE
2012,Kern,20.9798813,CONDOR
2012,Kern,5.085289,WALKER
2012,Kern,17.7681866,WOFFORD
2012,Los Angeles,7.086761,AGUA
2012,Los Angeles,12.3121328,ALISO FIRE
2012,Los Angeles,9.2607479,BOUQUET
2012,Los Angeles,0.6287549,CASTLE ROCK FIRE
2012,Los Angeles,146.9888916,COPCO FIRE
2012,Los Angeles,0.393941,ESCONDIDO FIRE
2012,Los Angeles,488.7407837,FIVE MILE FIRE
2012,Los Angeles,5.8109679,GLADDING
2012,Los Angeles,7.48768,HIGHWAY
2012,Los Angeles,47.1952667,HILLSIDE
2012,Los Angeles,885.1592407,HILLSIDE FIRE
2012,Los Angeles,4.1140103,MARTINEZ FIRE
2012,Los Angeles,10.9020433,MESA FIRE
2012,Los Angeles,1.0062814,MULHOLLAND
2012,Los Angeles,94.3376312,OASIS FIRE
2012,Los Angeles,5.2621632,OLIVEVIEW
2012,Los Angeles,27.0922298,RIDGE FIRE
2012,Los Angeles,13.6106758,TEJON
2012,Los Angeles,71.6971588,TOVEY FIRE
2012,Los Angeles,126.4701004,TREE FIRE
2012,Los Angeles,0.2644691,VANTAGE POINTE FIRE
2012,Los Angeles,8.2507334,VINCENT
2012,Los Angeles,6.4496946,RUSTIC
2012,Los Angeles,53.5231247,SEPULVEDA PASS
2012,Lassen,230.5122375,CHENEY
2012,Yolo,601.84729,FOREST
2012,Colusa,4429.4008789,SITES COMPLEX
2012,Colusa,17942.1484375,SIXTEEN COMPLEX
2012,Napa,196.7217865,SODA
2012,Sonoma,5.7285552,STONY
2012,Lake,313.9961548,TWENTY_NINE
2012,Colusa,5102.5825195,WALKER
2012,Lake,2831.4228516,WYE
2012,Ventura,27.2593937,BLUE
2012,Ventura,689.6713867,HILL
2012,Santa Barbara,43.5677299,LOOKOUT
2012,Ventura,360.8287964,OZENA
2012,Ventura,47.1735992,TINTA
2012,Ventura,63.831131,VALLEY FIRE
2012,Santa Barbara,11.4273977,YELLOWJACKET
2012,Modoc,622.2993164,ANTELOPE
2012,Modoc,1664.8212891,LAKE
2012,Modoc,41.83918,SALISBURY
2012,Modoc,141.7716675,SISTERS
2012,Mendocino,194.5759735,FLYNN
2012,Mendocino,51.4153061,GRADE
2012,Mendocino,13.7434511,MILL
2012,Mendocino,374.8728943,NORTH
2012,Mendocino,0.730868,POND
2012,Mendocino,21.9360828,POND
2012,Mendocino,9.9027328,RIVER
2012,Lake,4509.2875977,SCOTTS
2012,Mendocino,13.2746344,VIEW
2012,Mariposa,1662.4000244,GAINES
2012,Colusa,29525.4511719,MILL
2012,Mendocino,41812.5195312,NORTH PASS
2012,Mendocino,5.3696961,NORTH PASS
2012,Mendocino,10.4753761,NORTH PASS
2012,Sonoma,29.5516891,MARTINONI
2012,San Diego,5320.1157227,BANNER FIRE
2012,San Diego,61.5597305,BORDER 6
2012,San Diego,56.17696,BORDER 7
2012,San Diego,2006.9619141,CHIHAUHAU 2
2012,San Diego,995.6812134,OLD - 2
2012,Tuolumne,20.4633656,OTAY - 3
2012,San Diego,2555.588623,SHOCKEY
2012,Yuba,109.8762894,BEALE
2012,Placer,79.6756668,BREWER
2012,Yuba,187.8274078,BROADWAY NORTH COMPLEX
2012,Yuba,14.9754992,COLLINS
2012,Yuba,82.9897232,COLUMBIA
2012,Yuba,19.8185368,COUNTY
2012,Placer,21.7644615,DYER
2012,Placer,168.4774628,FIDDYMENT
2012,Placer,13.0527601,FIDDYMENT
2012,Yuba,8.8018723,HAMMONTON
2012,Sutter,39.4247398,ISLAND
2012,Yuba,199.3231659,RAMIREZ
2012,Placer,2635.2114258,ROBBERS
2012,Yuba,13.0300808,TWENTY
2012,Yuba,22.877739,WALDO
2012,Placer,96.7399673,WALTZ
2012,Modoc,39.136795,40
2012,Lassen,154.7331543,CONSTANIA
2012,Lassen,227.1395264,MARR
2012,Modoc,3659.4650879,NELSON (W-1)
2012,Lassen,12.4496822,RED
2012,Lassen,315511.5,RUSH
2012,Modoc,65.7381973,SCHALER
2012,Lassen,1150.857666,SPANISH
2012,Humboldt,121.8342361,SPANISH
2012,Lassen,17.1448765,STONE
2012,Lassen,38.6461334,TERMO
2012,Orange,43.9740334,SANTIAGO
2012,Plumas,11.9515038,BRIDGE
2012,Plumas,76349.7109375,CHIPS
2012,Plumas,2.9160342,PEAK
2012,Plumas,708.7601318,PEAK
2012,Riverside,44.45541,BLUFF
2012,Riverside,25.8826542,BLUFF 2
2012,Riverside,6.4131713,BONITA
2012,Riverside,10.0564528,BRADFORD
2012,Riverside,2637.3625488,BUCK
2012,Riverside,71.6501999,CEDAR
2012,Riverside,97.7754364,FREEWAY
2012,Riverside,16.1173401,GILMER
2012,Riverside,256.1035461,LAKEPOINTE
2012,Riverside,20.5580368,LINDELL
2012,Riverside,45.8842125,RED
2012,Riverside,45.634285,ROCK
2012,Riverside,4.2558646,SCOTT
2012,Riverside,4.7519932,TAFFLE
2012,Riverside,0.2373483,TAFFLE
2012,Riverside,402.8370667,VISTA
2012,Riverside,309.348999,VOLCANO
2012,Riverside,15.2353373,WHITEWATER
2012,Shasta,46040.1484375,BAGLEY
2012,Shasta,268.6776428,COAL
2012,Trinity,1720.2116699,FLAT
2012,Trinity,74.954895,HAPPY
2012,Shasta,9.7144165,LAKE
2012,Trinity,71.3269272,LOMA
2012,Siskiyou,15.2889166,PARK
2012,Shasta,982.1165161,SALT CREEK
2012,Trinity,4406.5249023,STAFFORD
2012,Shasta,551.6505127,WARD
2012,Shasta,148.9871216,CREEK
2012,Shasta,1037.8757324,DALE
2012,Shasta,53.6598091,IRON
2012,Shasta,20.4612751,LCA 1-9
2012,Shasta,247.8639679,POWER
2012,Shasta,13.289752,WONDERLAND 2
2012,Siskiyou,35.0452843,AIRPORT
2012,Siskiyou,0.9245238,BAILEY
2012,Siskiyou,2.5442231,BOLES
2012,Siskiyou,64.1054077,CRAM
2012,Siskiyou,1.0199307,DENNIS
2012,Siskiyou,1.0465695,DORRIS
2012,Siskiyou,3.2861552,DUZEL
2012,Siskiyou,2.311249,EDGEWOOD
2012,Siskiyou,2.3450291,JOYLAND
2012,Siskiyou,20.3119869,KUCK
2012,Siskiyou,6.2242751,MOFFETT
2012,Siskiyou,0.4858736,MONTAGUE
2012,Siskiyou,192.0435638,OAK
2012,Siskiyou,0.0487407,PICARD_1
2012,Siskiyou,0.418681,PICARD_2
2012,Siskiyou,0.1121255,PICARD_3
2012,Siskiyou,0.061134,PICARD_4
2012,Siskiyou,0.1757126,PICARD_5
2012,Siskiyou,0.5372313,PIONEER
2012,Siskiyou,0.7661005,REYNOLDS
2012,Siskiyou,4.5321383,SHASTA
2012,Siskiyou,10.1763783,SYLVA
2012,Fresno,717.9003296,BEAR
2012,Madera,10.1463795,CHINA
2012,Madera,10.8687658,COW
2012,Madera,14.6583977,SUMMIT
2012,Kern,11.7681227,CAMPGROUND
2012,Tulare,1707.5854492,GEORGE
2012,Kern,385.1861877,GULCH
2012,Kern,330.9690552,HEALD
2012,Tulare,254.0029144,SLIDES
2012,Kern,10.1715422,WOOLSTAFF
2012,Trinity,20.7736969,RUTH DAM
2012,Trinity,12.8029079,SWIM
2012,Mariposa,10.2691183,DEER
2012,Tuolumne,27.0642662,DONNELL
2012,Calaveras,1136.7758789,RAMSEY
2012,Tuolumne,9.0162334,SOURGRASS
2012,Mariposa,19.9615917,SPUR
2012,Alpine,180.1101837,WHEATS
2012,Tuolumne,27.8045158,ARMARIO
2012,Calaveras,70.3437576,GOPHER
2012,Tuolumne,64.3606033,GRAHAM
2012,Calaveras,95.5646591,HORSESHOE
2012,Tuolumne,112.1597748,LA GRANGE
2012,Calaveras,134.2809143,PENN
2012,Tuolumne,827.6981201,SEVEN
2012,San Joaquin,45.9924507,SHELLY
2012,Shasta,27670.3789062,PONDEROSA
2012,Ventura,21.8864193,CONEJO
2012,Ventura,12.363678,HOWARD
2012,Ventura,29.0626335,MOUNT SINAI
2012,Ventura,35.3461113,SKYLINE
2012,Ventura,75.2023849,TELEGRAPH
2012,Modoc,92944.53125,BARRY POINT
2012,Tulare,3.573257,TURKEY
2012,Imperial,30.2767773,ALAMO
2012,Riverside,257.6587219,QUAIL
2012,Inyo,440.8306274,PASS
2012,Inyo,8.6804247,SOUTH
2012,Shasta,28073.203125,READING
2012,Fresno,324.343811,WOODS CREEK
2012,Mariposa,1704.9259033,CASCADE
2012,Siskiyou,977.0249634,HELLO
2011,El Dorado,46.5366096,GROOVY
2011,El Dorado,14.7861586,ONYX
2011,Los Angeles,25.8902607,CROSSOVER
2011,Los Angeles,1.2024573,DEL
2011,Los Angeles,601.9915771,MINT
2011,Los Angeles,2.1424541,PELONA
2011,Los Angeles,0.5551066,SHEEP
2011,Los Angeles,19.2293587,STRIKE
2011,Kern,674.2451172,58 COMPLEX
2011,Mono,1045.6090088,BUCKEYE
2011,Kern,86.5850296,ELK 2
2011,Kern,18.873621,ERSKINE
2011,Kern,151.0211639,KEY
2011,Kern,120.4073105,PEAK
2011,Kern,134.3596649,TUPMAN
2011,Kern,182.7200165,UNKNOWN
2011,San Bernardino,54.3017921,ARROWHEAD
2011,San Bernardino,25.7017841,DEEP
2011,San Bernardino,5.9350467,DEEP CREEK
2011,Riverside,15.9106655,FREE
2011,San Bernardino,1159.3251953,HILL
2011,San Bernardino,322.3914795,KEN
2011,San Bernardino,32.887989,MILL
2011,San Bernardino,54.8562279,MOMYER
2011,Riverside,18.3498211,PALM
2011,Riverside,32.0390739,PONY
2011,Riverside,29.1725483,VALLEY
2011,San Bernardino,294.4361572,BOWEN
2011,Inyo,440.6907959,CENTER
2011,San Bernardino,67.3873978,FLORIDA
2011,Inyo,5799.8413086,JOHN
2011,San Bernardino,143.4112091,ROUNDUP
2011,Inyo,908.4495239,WINTERTON
2011,Monterey,83.7720108,ARDO
2011,Monterey,134.7687225,ARGYLE
2011,Monterey,384.7950134,CATTLEMAN
2011,Monterey,97.3913727,FREEMAN
2011,San Benito,14.7146397,LEWIS
2011,Monterey,19.6501808,LOCKWOOD
2011,San Benito,27.0349483,LONEOAK
2011,Monterey,832.1210938,METZ
2011,Monterey,16.1624317,MUSTANG
2011,Monterey,89.8280487,PINE
2011,San Benito,22.3891621,RED BARN
2011,Monterey,215.6143188,RELIZ
2011,San Benito,12.5717735,ROCKS
2011,San Benito,78.7411194,ROSA
2011,Monterey,68.46138,SARGENTS
2011,Monterey,39.6452293,SARGENTS2
2011,Monterey,44.1640129,SILACCI
2011,Monterey,20.4855442,SLACKS
2011,Monterey,25.1212444,TOPO
2011,San Benito,21.2849903,WILLOW
2011,Monterey,34.8156548,WUNPOST
2011,Butte,16.1881943,60 B
2011,Butte,11.4658298,DIXIE
2011,Butte,10.1702337,FOUR CORNERS
2011,Butte,10.3665638,LOVELOCK
2011,San Bernardino,104.6856155,ABIGAIL
2011,San Bernardino,97.5458603,CAHUILLA
2011,San Bernardino,138.5001678,EL MIRAGE
2011,Kern,170.0368805,JAWBONE 2
2011,San Bernardino,179.2899933,JOHNSON
2011,Imperial,730.8424072,LAGUNA
2011,Kern,138.6499634,QUAIL
2011,Inyo,73.986702,SPANISH TRAIL
2011,Riverside,33.4182243,STEELE
2011,San Bernardino,10.1554384,STODDARD 2
2011,San Bernardino,30.2975845,STODDARD 3
2011,San Bernardino,217.4034271,TRONA
2011,Riverside,541.4961548,WINDY POINT
2011,San Diego,141.8242645,RIDGE
2011,Riverside,64.5886307,SAGE
2011,Riverside,102.8208389,TRILOGY
2011,Placer,101.2743454,BLACKSMITH
2011,El Dorado,22.9632854,FUNKY
2011,El Dorado,32.4013634,GIRARD
2011,El Dorado,13.0864697,GREYHORSE
2011,El Dorado,482.905365,LONG
2011,Placer,75.9840698,LONGJOHN
2011,El Dorado,18.7868252,MOSQUITO
2011,El Dorado,19.5856171,NOODLES
2011,Amador,342.9043274,SALT
2011,El Dorado,31.1173553,SUGARLOAF
2011,Fresno,162.7897644,CANYON
2011,Fresno,209.7798004,GATOS
2011,Fresno,25.3986034,GATOS
2011,Fresno,114.5797119,HIGHWAY
2011,Fresno,27.2974758,JAYNE
2011,Fresno,60.0936012,JAYNE
2011,Fresno,15.0462856,MONO
2011,Fresno,21.6127739,PANOCHE
2011,Fresno,21.2853622,PARKFIELD
2011,Kings,64.3198624,REEF
2011,Fresno,29.6815624,SAMPLE
2011,Fresno,10.754961,WATTS
2011,Fresno,214.0218811,WEST
2011,Del Norte,20.6555367,ROWDY
2011,Humboldt,62.8401451,SNOW
2011,Humboldt,523.9898071,SPANISH
2011,Humboldt,55.0967522,YAGER
2011,Inyo,206.3687439,BUTTERMILK
2011,Siskiyou,14.0220327,KANGAROO
2011,Siskiyou,561.7266235,ONION
2011,Kern,2003.4499512,65
2011,Kern,5068.753418,ANTELOPE
2011,Kern,1711.3348389,BAKER
2011,Kern,2577.5478516,BLACK
2011,Kern,561.4401855,BLUE
2011,Kern,25223.4121094,BRECKENRIDGE COMPLEX
2011,Kern,552.2788086,CALIENTE
2011,Kern,14585.359375,CANYON
2011,Kern,2130.3308105,CATTLE
2011,Kern,25939.0117188,COMANCHE
2011,Kern,155.2014618,GRAPE
2011,Kern,465.2943115,HARPER
2011,Kern,217.5449982,HARRIS
2011,Kern,283.8313599,HART
2011,Kern,667.1498413,IKEA
2011,Kern,3068.71875,INDIAN
2011,Kern,2709.7661133,KNOB
2011,Kern,550.7938232,LIGHTNING
2011,Kern,3438.9411621,NORTH
2011,Kern,408.6696472,OLD
2011,Kern,3138.8972168,QUINN
2011,Kern,5899.5683594,REED
2011,Kern,167.4520416,WILLIAMS
2011,Kern,633.4729004,WOLF
2011,Los Angeles,117.9990082,BANNING
2011,Los Angeles,80.1239624,CHARLIE
2011,Los Angeles,0.0939725,COLINA
2011,Los Angeles,27.7057953,EAST
2011,Los Angeles,113.5577469,EAST
2011,Los Angeles,29.4631748,EMMA
2011,Los Angeles,2.4351482,ENCINAL
2011,Los Angeles,0.7461584,FOOSE
2011,Los Angeles,50.539238,HUGHES
2011,Los Angeles,57.0901642,INDIA
2011,Los Angeles,17.144125,LANCASTER
2011,Los Angeles,36.849411,LANCASTER
2011,Los Angeles,1.305455,LAS VIRGENES
2011,Los Angeles,132.5601959,LIGHTNING
2011,Los Angeles,0.0939544,MALIBU BEACH
2011,Los Angeles,42.1685219,NEENACH
2011,Los Angeles,23.6779671,NORTH
2011,Los Angeles,355.55023190000003,OASIS
2011,Los Angeles,82.1232452,PARK
2011,Los Angeles,23.381937,PEAR
2011,Los Angeles,27.3047829,PERKINS
2011,Los Angeles,0.0939658,PIUMA
2011,Los Angeles,241.0146484,RANGE
2011,Los Angeles,108.0505371,RIVERBED
2011,Los Angeles,12.0515718,SIERRA
2011,Los Angeles,298.8475037,WAGON
2011,Solano,702.7649536,BEACON
2011,Napa,507.8068848,KNOXVILLE
2011,Sonoma,28.6476803,OLD
2011,Santa Barbara,35.0786324,ALISO
2011,Santa Barbara,65.540863,BUCKHORN
2011,Santa Barbara,17.6063633,CIELO
2011,Santa Barbara,675.5593262,FIGUERO
2011,Kern,15.8633728,FRAZIER 1
2011,Santa Barbara,107.006691,GOAT
2011,Santa Barbara,124.809967,HURRICANE
2011,Santa Barbara,13.4984188,QUARRY
2011,Kern,22.5874176,RANGE
2011,Kern,15.1770821,SALT
2011,Kern,24.0059357,STATION
2011,Lassen,13.5823536,CHICKEN
2011,Modoc,1790.5611572,COUGAR
2011,Modoc,1193.3156738,MAMMOTH
2011,Modoc,1417.5349121,SCORPION
2011,Mendocino,643.9498291,PASS
2011,Merced,568.4095459,ERRECA
2011,Merced,451.0401001,ROMERO
2011,San Diego,160.2963715,BARRETT
2011,San Diego,185.4253082,BEE
2011,Imperial,35.8954163,BORDER 12
2011,San Diego,21.7274551,BORDER 16
2011,San Diego,13992.9921875,EAGLE
2011,San Diego,2133.9616699,GREAT
2011,San Diego,191.5001831,PALA
2011,Placer,31.1197948,BASELINE
2011,Yuba,20.0916576,BEALE
2011,Nevada,16.5912113,CHALK FIRE
2011,Placer,80.9187927,FIDDYMENT
2011,Yuba,341.6777039,KRISTA
2011,Yuba,31.9803696,LOMA FIRE
2011,Yuba,17.0563946,SCOTT
2011,Yuba,149.2060547,SMARTVILLE
2011,Sutter,109.560936,SOUTH RIDGE
2011,Yuba,65.926918,SPENCEVILLE
2011,Yuba,18.5708656,WALDO
2011,Sutter,240.4373169,WEST BUTTE FIRE
2011,Placer,16.4744644,WEST WISE FIRE
2011,Yuba,140.327713,YEAGER INCIDENT
2011,Modoc,2075.7797852,ANNIE
2011,Lassen,19.6249161,DEPOT
2011,Lassen,324.907074,HERLONG
2011,Lassen,267.3528442,HOG
2011,Lassen,84.0936127,HOLBROOK 2
2011,Orange,508.3432617,CARBON CANYON
2011,Orange,15.4922504,ROSE
2011,Orange,1.1311265,UNNAMED
2011,Plumas,27.3413639,ADAMS
2011,Riverside,98.9809952,CABAZON
2011,Riverside,54.524189,CANYON
2011,Riverside,52.3220558,FREE
2011,Riverside,167.3493958,GARZA
2011,Riverside,1026.6387939,GILMAN
2011,Riverside,21.6939812,GRANITE
2011,Riverside,411.1817017,KELLER
2011,Riverside,46.0722351,LAGO
2011,Riverside,71.1306534,SAN TIM
2011,Riverside,56.7766571,THEODORE
2011,Riverside,50.7654457,WAYMAN
2011,Riverside,78.9038696,WHITEWATER
2011,Santa Barbara,171.7036285,ALISOS
2011,Santa Barbara,188.9786682,CANYON
2011,Alameda,144.9671478,BIRD
2011,Contra Costa,17.3240662,BRICKYARD
2011,San Joaquin,431.7294006,CHRISMAN
2011,Alameda,517.3746948,FLYNN
2011,Santa Clara,13.9188204,RANCH
2011,Alameda,516.9647827,TOP
2011,Shasta,6.7481494,HIGH
2011,Trinity,6.8839436,HYAMPOM
2011,Siskiyou,10.0853052,JUNIPER
2011,Trinity,31.4687366,CANYON
2011,Shasta,21.0202408,OAKRUN
2011,Siskiyou,1.4043757,AGER
2011,Siskiyou,0.3108638,APACHE
2011,Siskiyou,15.7484159,BELL
2011,Siskiyou,4.2672644,BLACK
2011,Siskiyou,5.7316699,BOGUS
2011,Siskiyou,2.1795721,CALLAHAN
2011,Siskiyou,12.3270216,COPCO
2011,Siskiyou,2.1168175,DANDY
2011,Siskiyou,120.113472,HAWKINSVILLE
2011,Siskiyou,3.4227068,HORNBROOK
2011,Siskiyou,3.6194577,JADE
2011,Siskiyou,1.6707796,LIGHTHILL
2011,Siskiyou,7.5725226,MONTAGUE
2011,Siskiyou,17.6244316,SLOUGH
2011,Siskiyou,0.5522879,WEED
2011,Siskiyou,12.2906046,WILLOW
2011,Tulare,114.3858719,BLOOM
2011,Kern,39.449894,BOREL
2011,Kern,34.8545151,CANEBREAK
2011,Tulare,58.5649757,CHURCH
2011,Madera,10.1476097,COLD
2011,Kern,1121.3729248,COVE
2011,Kern,135.8847961,COW
2011,Tulare,25.1385479,GIANT
2011,Tulare,11.9687109,GOLDEN
2011,Tulare,20681.5390625,LION
2011,Mariposa,5230.3383789,MOTOR
2011,Kern,27.9688511,SPLIT
2011,Tulare,1121.114502,WILLOWS
2011,Trinity,1457.1380615,RUTH
2011,Tuolumne,12.8443146,ACKERSON
2011,Tuolumne,39.5508652,COTTON
2011,Tuolumne,507.4516907,PUNCH
2011,Tuolumne,59.7306099,RIDGE
2011,Calaveras,698.1444702,BLUE
2011,Stanislaus,77.2083359,BRIDGE
2011,Calaveras,44.0664635,EAST
2011,Stanislaus,55.0634995,EASTMAN
2011,Calaveras,56.7834129,FRECCERO
2011,Tuolumne,14.3890085,HOLLOW
2011,Tuolumne,114.4145966,LAGRANGE
2011,Calaveras,96.8329239,MIDDLE
2011,Stanislaus,1122.454834,MILTON
2011,Calaveras,71.5836182,MURRAY
2011,Sierra,12.7231283,INDIAN
